Easting,Northing,Sonde,DyeConc,UTCtimeStamp
545425.7078,5406322.72,2B,0.09,9/27/2017 8:16:24
545425.7078,5406322.72,2B,0.09,9/27/2017 8:16:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:17:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:17:54
545425.7078,5406322.72,2B,0.09,9/27/2017 8:18:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:18:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:19:24
545425.7078,5406322.72,2B,0.07,9/27/2017 8:19:54
545425.7078,5406322.72,2B,0.07,9/27/2017 8:20:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:20:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:21:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:21:54
545425.7078,5406322.72,2B,0.09,9/27/2017 8:22:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:22:54
545425.7078,5406322.72,2B,0.07,9/27/2017 8:23:24
545425.7078,5406322.72,2B,0.1,9/27/2017 8:23:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:24:24
545425.7078,5406322.72,2B,0.07,9/27/2017 8:24:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:25:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:25:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:26:24
545425.7078,5406322.72,2B,0.09,9/27/2017 8:26:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:27:24
545425.7078,5406322.72,2B,0.09,9/27/2017 8:27:54
545425.7078,5406322.72,2B,0.07,9/27/2017 8:28:24
545425.7078,5406322.72,2B,0.09,9/27/2017 8:28:54
545425.7078,5406322.72,2B,0.07,9/27/2017 8:29:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:29:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:30:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:30:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:31:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:31:54
545425.7078,5406322.72,2B,0.07,9/27/2017 8:32:24
545425.7078,5406322.72,2B,0.07,9/27/2017 8:32:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:33:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:33:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:34:24
545425.7078,5406322.72,2B,0.09,9/27/2017 8:34:54
545425.7078,5406322.72,2B,0.09,9/27/2017 8:35:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:35:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:36:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:36:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:37:24
545425.7078,5406322.72,2B,0.07,9/27/2017 8:37:54
545425.7078,5406322.72,2B,0.09,9/27/2017 8:38:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:38:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:39:24
545425.7078,5406322.72,2B,0.09,9/27/2017 8:39:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:40:24
545425.7078,5406322.72,2B,0.09,9/27/2017 8:40:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:41:24
545425.7078,5406322.72,2B,0.07,9/27/2017 8:41:54
545425.7078,5406322.72,2B,0.07,9/27/2017 8:42:24
545425.7078,5406322.72,2B,0.09,9/27/2017 8:42:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:43:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:43:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:44:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:44:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:45:24
545425.7078,5406322.72,2B,0.07,9/27/2017 8:45:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:46:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:46:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:47:24
545425.7078,5406322.72,2B,0.09,9/27/2017 8:47:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:48:24
545425.7078,5406322.72,2B,0.09,9/27/2017 8:48:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:49:24
545425.7078,5406322.72,2B,0.07,9/27/2017 8:49:54
545425.7078,5406322.72,2B,0.09,9/27/2017 8:50:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:50:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:51:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:51:54
545425.7078,5406322.72,2B,0.09,9/27/2017 8:52:24
545425.7078,5406322.72,2B,0.07,9/27/2017 8:52:54
545425.7078,5406322.72,2B,0.09,9/27/2017 8:53:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:53:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:54:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:54:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:55:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:55:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:56:24
545425.7078,5406322.72,2B,0.09,9/27/2017 8:56:54
545425.7078,5406322.72,2B,0.08,9/27/2017 8:57:24
545425.7078,5406322.72,2B,0.09,9/27/2017 8:57:54
545425.7078,5406322.72,2B,0.07,9/27/2017 8:58:24
545425.7078,5406322.72,2B,0.09,9/27/2017 8:58:54
545425.7078,5406322.72,2B,0.09,9/27/2017 8:59:24
545425.7078,5406322.72,2B,0.08,9/27/2017 8:59:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:0:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:0:54
545425.7078,5406322.72,2B,0.07,9/27/2017 9:1:24
545425.7078,5406322.72,2B,0.09,9/27/2017 9:1:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:2:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:2:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:3:24
545425.7078,5406322.72,2B,0.09,9/27/2017 9:3:54
545425.7078,5406322.72,2B,0.07,9/27/2017 9:4:24
545425.7078,5406322.72,2B,0.09,9/27/2017 9:4:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:5:24
545425.7078,5406322.72,2B,0.09,9/27/2017 9:5:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:6:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:6:54
545425.7078,5406322.72,2B,0.07,9/27/2017 9:7:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:7:54
545425.7078,5406322.72,2B,0.07,9/27/2017 9:8:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:8:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:9:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:9:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:10:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:10:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:11:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:11:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:12:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:12:54
545425.7078,5406322.72,2B,0.07,9/27/2017 9:13:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:13:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:14:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:14:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:15:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:15:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:16:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:16:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:17:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:17:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:18:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:18:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:19:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:19:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:20:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:20:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:21:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:21:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:22:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:22:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:23:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:23:54
545425.7078,5406322.72,2B,0.07,9/27/2017 9:24:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:24:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:25:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:25:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:26:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:26:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:27:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:27:54
545425.7078,5406322.72,2B,0.07,9/27/2017 9:28:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:28:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:29:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:29:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:30:24
545425.7078,5406322.72,2B,0.09,9/27/2017 9:30:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:31:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:31:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:32:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:32:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:33:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:33:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:34:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:34:54
545425.7078,5406322.72,2B,0.07,9/27/2017 9:35:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:35:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:36:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:36:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:37:24
545425.7078,5406322.72,2B,0.09,9/27/2017 9:37:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:38:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:38:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:39:24
545425.7078,5406322.72,2B,0.09,9/27/2017 9:39:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:40:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:40:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:41:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:41:54
545425.7078,5406322.72,2B,0.07,9/27/2017 9:42:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:42:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:43:24
545425.7078,5406322.72,2B,0.09,9/27/2017 9:43:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:44:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:44:54
545425.7078,5406322.72,2B,0.07,9/27/2017 9:45:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:45:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:46:24
545425.7078,5406322.72,2B,0.09,9/27/2017 9:46:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:47:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:47:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:48:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:48:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:49:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:49:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:50:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:50:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:51:24
545425.7078,5406322.72,2B,0.09,9/27/2017 9:51:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:52:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:52:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:53:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:53:54
545425.7078,5406322.72,2B,0.07,9/27/2017 9:54:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:54:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:55:24
545425.7078,5406322.72,2B,0.09,9/27/2017 9:55:54
545425.7078,5406322.72,2B,0.08,9/27/2017 9:56:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:56:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:57:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:57:54
545425.7078,5406322.72,2B,0.09,9/27/2017 9:58:24
545425.7078,5406322.72,2B,0.07,9/27/2017 9:58:54
545425.7078,5406322.72,2B,0.07,9/27/2017 9:59:24
545425.7078,5406322.72,2B,0.08,9/27/2017 9:59:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:0:24
545425.7078,5406322.72,2B,0.07,9/27/2017 10:0:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:1:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:1:54
545425.7078,5406322.72,2B,0.09,9/27/2017 10:2:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:2:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:3:24
545425.7078,5406322.72,2B,0.07,9/27/2017 10:3:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:4:24
545425.7078,5406322.72,2B,0.07,9/27/2017 10:4:54
545425.7078,5406322.72,2B,0.07,9/27/2017 10:5:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:5:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:6:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:6:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:7:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:7:54
545425.7078,5406322.72,2B,0.09,9/27/2017 10:8:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:8:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:9:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:9:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:10:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:10:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:11:24
545425.7078,5406322.72,2B,0.1,9/27/2017 10:11:54
545425.7078,5406322.72,2B,0.07,9/27/2017 10:12:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:12:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:13:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:13:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:14:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:14:54
545425.7078,5406322.72,2B,0.07,9/27/2017 10:15:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:15:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:16:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:16:54
545425.7078,5406322.72,2B,0.07,9/27/2017 10:17:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:17:54
545425.7078,5406322.72,2B,0.07,9/27/2017 10:18:24
545425.7078,5406322.72,2B,0.07,9/27/2017 10:18:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:19:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:19:54
545425.7078,5406322.72,2B,0.07,9/27/2017 10:20:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:20:54
545425.7078,5406322.72,2B,0.07,9/27/2017 10:21:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:21:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:22:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:22:54
545425.7078,5406322.72,2B,0.09,9/27/2017 10:23:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:23:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:24:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:24:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:25:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:25:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:26:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:26:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:27:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:27:54
545425.7078,5406322.72,2B,0.07,9/27/2017 10:28:24
545425.7078,5406322.72,2B,0.07,9/27/2017 10:28:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:29:24
545425.7078,5406322.72,2B,0.07,9/27/2017 10:29:54
545425.7078,5406322.72,2B,0.1,9/27/2017 10:30:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:30:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:31:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:31:54
545425.7078,5406322.72,2B,0.09,9/27/2017 10:32:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:32:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:33:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:33:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:34:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:34:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:35:24
545425.7078,5406322.72,2B,0.07,9/27/2017 10:35:54
545425.7078,5406322.72,2B,0.09,9/27/2017 10:36:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:36:54
545425.7078,5406322.72,2B,0.07,9/27/2017 10:37:24
545425.7078,5406322.72,2B,0.07,9/27/2017 10:37:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:38:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:38:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:39:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:39:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:40:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:40:54
545425.7078,5406322.72,2B,0.09,9/27/2017 10:41:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:41:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:42:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:42:54
545425.7078,5406322.72,2B,0.07,9/27/2017 10:43:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:43:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:44:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:44:54
545425.7078,5406322.72,2B,0.09,9/27/2017 10:45:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:45:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:46:24
545425.7078,5406322.72,2B,0.07,9/27/2017 10:46:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:47:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:47:54
545425.7078,5406322.72,2B,0.07,9/27/2017 10:48:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:48:54
545425.7078,5406322.72,2B,0.09,9/27/2017 10:49:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:49:54
545425.7078,5406322.72,2B,0.07,9/27/2017 10:50:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:50:54
545425.7078,5406322.72,2B,0.09,9/27/2017 10:51:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:51:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:52:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:52:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:53:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:53:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:54:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:54:54
545425.7078,5406322.72,2B,0.09,9/27/2017 10:55:24
545425.7078,5406322.72,2B,0.07,9/27/2017 10:55:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:56:24
545425.7078,5406322.72,2B,0.07,9/27/2017 10:56:54
545425.7078,5406322.72,2B,0.09,9/27/2017 10:57:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:57:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:58:24
545425.7078,5406322.72,2B,0.09,9/27/2017 10:58:54
545425.7078,5406322.72,2B,0.08,9/27/2017 10:59:24
545425.7078,5406322.72,2B,0.08,9/27/2017 10:59:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:0:24
545425.7078,5406322.72,2B,0.07,9/27/2017 11:0:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:1:24
545425.7078,5406322.72,2B,0.07,9/27/2017 11:1:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:2:24
545425.7078,5406322.72,2B,0.07,9/27/2017 11:2:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:3:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:3:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:4:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:4:54
545425.7078,5406322.72,2B,0.07,9/27/2017 11:5:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:5:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:6:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:6:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:7:24
545425.7078,5406322.72,2B,0.07,9/27/2017 11:7:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:8:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:8:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:9:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:9:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:10:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:10:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:11:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:11:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:12:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:12:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:13:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:13:54
545425.7078,5406322.72,2B,0.07,9/27/2017 11:14:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:14:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:15:24
545425.7078,5406322.72,2B,0.07,9/27/2017 11:15:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:16:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:16:54
545425.7078,5406322.72,2B,0.07,9/27/2017 11:17:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:17:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:18:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:18:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:19:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:19:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:20:24
545425.7078,5406322.72,2B,0.07,9/27/2017 11:20:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:21:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:21:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:22:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:22:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:23:24
545425.7078,5406322.72,2B,0.1,9/27/2017 11:23:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:24:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:24:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:25:24
545425.7078,5406322.72,2B,0.07,9/27/2017 11:25:54
545425.7078,5406322.72,2B,0.07,9/27/2017 11:26:24
545425.7078,5406322.72,2B,0.07,9/27/2017 11:26:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:27:24
545425.7078,5406322.72,2B,0.07,9/27/2017 11:27:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:28:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:28:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:29:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:29:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:30:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:30:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:31:24
545425.7078,5406322.72,2B,0.1,9/27/2017 11:31:54
545425.7078,5406322.72,2B,0.07,9/27/2017 11:32:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:32:54
545425.7078,5406322.72,2B,0.07,9/27/2017 11:33:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:33:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:34:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:34:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:35:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:35:54
545425.7078,5406322.72,2B,0.07,9/27/2017 11:36:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:36:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:37:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:37:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:38:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:38:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:39:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:39:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:40:24
545425.7078,5406322.72,2B,0.07,9/27/2017 11:40:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:41:24
545425.7078,5406322.72,2B,0.07,9/27/2017 11:41:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:42:24
545425.7078,5406322.72,2B,0.07,9/27/2017 11:42:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:43:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:43:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:44:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:44:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:45:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:45:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:46:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:46:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:47:24
545425.7078,5406322.72,2B,0.07,9/27/2017 11:47:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:48:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:48:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:49:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:49:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:50:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:50:54
545425.7078,5406322.72,2B,0.08,9/27/2017 11:51:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:51:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:52:24
545425.7078,5406322.72,2B,0.08,9/27/2017 11:52:54
545425.7078,5406322.72,2B,0.09,9/27/2017 11:53:24
545425.7078,5406322.72,2B,0.09,9/27/2017 11:53:54
