Easting,Northing,Sonde,DyeConc,UTCtimeStamp
543208.5,5403971,1A,0.1,9/26/2017 18:8:29
543208.5,5403971,1A,0.1,9/26/2017 18:8:59
543208.5,5403971,1A,0.11,9/26/2017 18:9:29
543208.5,5403971,1A,0.09,9/26/2017 18:9:59
543208.5,5403971,1A,0.1,9/26/2017 18:10:29
543208.5,5403971,1A,0.1,9/26/2017 18:10:59
543208.5,5403971,1A,0.1,9/26/2017 18:11:29
543208.5,5403971,1A,0.1,9/26/2017 18:11:59
543208.5,5403971,1A,0.1,9/26/2017 18:12:29
543208.5,5403971,1A,0.1,9/26/2017 18:12:59
543208.5,5403971,1A,0.09,9/26/2017 18:13:29
543208.5,5403971,1A,0.11,9/26/2017 18:13:59
543208.5,5403971,1A,0.11,9/26/2017 18:14:29
543208.5,5403971,1A,0.1,9/26/2017 18:14:59
543208.5,5403971,1A,0.1,9/26/2017 18:15:29
543208.5,5403971,1A,0.1,9/26/2017 18:15:59
543208.5,5403971,1A,0.1,9/26/2017 18:16:29
543208.5,5403971,1A,0.1,9/26/2017 18:16:59
543208.5,5403971,1A,0.09,9/26/2017 18:17:29
543208.5,5403971,1A,0.11,9/26/2017 18:17:59
543208.5,5403971,1A,0.11,9/26/2017 18:18:29
543208.5,5403971,1A,0.1,9/26/2017 18:18:59
543208.5,5403971,1A,0.11,9/26/2017 18:19:29
543208.5,5403971,1A,0.1,9/26/2017 18:19:59
543208.5,5403971,1A,0.1,9/26/2017 18:20:29
543208.5,5403971,1A,0.1,9/26/2017 18:20:59
543208.5,5403971,1A,0.09,9/26/2017 18:21:29
543208.5,5403971,1A,0.09,9/26/2017 18:21:59
543208.5,5403971,1A,0.1,9/26/2017 18:22:29
543208.5,5403971,1A,0.1,9/26/2017 18:22:59
543208.5,5403971,1A,0.1,9/26/2017 18:23:29
543208.5,5403971,1A,0.1,9/26/2017 18:23:59
543208.5,5403971,1A,0.11,9/26/2017 18:24:29
543208.5,5403971,1A,0.11,9/26/2017 18:24:59
543208.5,5403971,1A,0.11,9/26/2017 18:25:29
543208.5,5403971,1A,0.1,9/26/2017 18:25:59
543208.5,5403971,1A,0.09,9/26/2017 18:26:29
543208.5,5403971,1A,0.11,9/26/2017 18:26:59
543208.5,5403971,1A,0.1,9/26/2017 18:27:29
543208.5,5403971,1A,0.11,9/26/2017 18:27:59
543208.5,5403971,1A,0.09,9/26/2017 18:28:29
543208.5,5403971,1A,0.11,9/26/2017 18:28:59
543208.5,5403971,1A,0.11,9/26/2017 18:29:29
543208.5,5403971,1A,0.09,9/26/2017 18:29:59
543208.5,5403971,1A,0.09,9/26/2017 18:30:29
543208.5,5403971,1A,0.1,9/26/2017 18:30:59
543208.5,5403971,1A,0.1,9/26/2017 18:31:29
543208.5,5403971,1A,0.11,9/26/2017 18:31:59
543208.5,5403971,1A,0.1,9/26/2017 18:32:29
543208.5,5403971,1A,0.1,9/26/2017 18:32:59
543208.5,5403971,1A,0.12,9/26/2017 18:33:29
543208.5,5403971,1A,0.1,9/26/2017 18:33:59
543208.5,5403971,1A,0.12,9/26/2017 18:34:29
543208.5,5403971,1A,0.1,9/26/2017 18:34:59
543208.5,5403971,1A,0.1,9/26/2017 18:35:29
543208.5,5403971,1A,0.09,9/26/2017 18:35:59
543208.5,5403971,1A,0.09,9/26/2017 18:36:29
543208.5,5403971,1A,0.09,9/26/2017 18:36:59
543208.5,5403971,1A,0.11,9/26/2017 18:37:29
543208.5,5403971,1A,0.1,9/26/2017 18:37:59
543208.5,5403971,1A,0.1,9/26/2017 18:38:29
543208.5,5403971,1A,0.09,9/26/2017 18:38:59
543208.5,5403971,1A,0.09,9/26/2017 18:39:29
543208.5,5403971,1A,0.1,9/26/2017 18:39:59
543208.5,5403971,1A,0.1,9/26/2017 18:40:29
543208.5,5403971,1A,0.1,9/26/2017 18:40:59
543208.5,5403971,1A,0.1,9/26/2017 18:41:29
543208.5,5403971,1A,0.1,9/26/2017 18:41:59
543208.5,5403971,1A,0.1,9/26/2017 18:42:29
543208.5,5403971,1A,0.09,9/26/2017 18:42:59
543208.5,5403971,1A,0.09,9/26/2017 18:43:29
543208.5,5403971,1A,0.08,9/26/2017 18:43:59
543208.5,5403971,1A,0.09,9/26/2017 18:44:29
543208.5,5403971,1A,0.09,9/26/2017 18:44:59
543208.5,5403971,1A,0.1,9/26/2017 18:45:29
543208.5,5403971,1A,0.1,9/26/2017 18:45:59
543208.5,5403971,1A,0.09,9/26/2017 18:46:29
543208.5,5403971,1A,0.09,9/26/2017 18:46:59
543208.5,5403971,1A,0.09,9/26/2017 18:47:29
543208.5,5403971,1A,0.1,9/26/2017 18:47:59
543208.5,5403971,1A,0.1,9/26/2017 18:48:29
543208.5,5403971,1A,0.1,9/26/2017 18:48:59
543208.5,5403971,1A,0.1,9/26/2017 18:49:29
543208.5,5403971,1A,0.09,9/26/2017 18:49:59
543208.5,5403971,1A,0.09,9/26/2017 18:50:29
543208.5,5403971,1A,0.08,9/26/2017 18:50:59
543208.5,5403971,1A,0.1,9/26/2017 18:51:29
543208.5,5403971,1A,0.09,9/26/2017 18:51:59
543208.5,5403971,1A,0.1,9/26/2017 18:52:29
543208.5,5403971,1A,0.11,9/26/2017 18:52:59
543208.5,5403971,1A,0.1,9/26/2017 18:53:29
543208.5,5403971,1A,0.09,9/26/2017 18:53:59
543208.5,5403971,1A,0.09,9/26/2017 18:54:29
543208.5,5403971,1A,0.09,9/26/2017 18:54:59
543208.5,5403971,1A,0.1,9/26/2017 18:55:29
543208.5,5403971,1A,0.1,9/26/2017 18:55:59
543208.5,5403971,1A,0.1,9/26/2017 18:56:29
543208.5,5403971,1A,0.09,9/26/2017 18:56:59
543208.5,5403971,1A,0.08,9/26/2017 18:57:29
543208.5,5403971,1A,0.1,9/26/2017 18:57:59
543208.5,5403971,1A,0.11,9/26/2017 18:58:29
543208.5,5403971,1A,0.09,9/26/2017 18:58:59
543208.5,5403971,1A,0.1,9/26/2017 18:59:29
543208.5,5403971,1A,0.11,9/26/2017 18:59:59
543208.5,5403971,1A,0.1,9/26/2017 19:0:29
543208.5,5403971,1A,0.1,9/26/2017 19:0:59
543208.5,5403971,1A,0.1,9/26/2017 19:1:29
543208.5,5403971,1A,0.09,9/26/2017 19:1:59
543208.5,5403971,1A,0.1,9/26/2017 19:2:29
543208.5,5403971,1A,0.09,9/26/2017 19:2:59
543208.5,5403971,1A,0.09,9/26/2017 19:3:29
543208.5,5403971,1A,0.11,9/26/2017 19:3:59
543208.5,5403971,1A,0.1,9/26/2017 19:4:29
543208.5,5403971,1A,0.1,9/26/2017 19:4:59
543208.5,5403971,1A,0.1,9/26/2017 19:5:29
543208.5,5403971,1A,0.11,9/26/2017 19:5:59
543208.5,5403971,1A,0.1,9/26/2017 19:6:29
543208.5,5403971,1A,0.1,9/26/2017 19:6:59
543208.5,5403971,1A,0.1,9/26/2017 19:7:29
543208.5,5403971,1A,0.11,9/26/2017 19:7:59
543208.5,5403971,1A,0.11,9/26/2017 19:8:29
543208.5,5403971,1A,0.09,9/26/2017 19:8:59
543208.5,5403971,1A,0.11,9/26/2017 19:9:29
543208.5,5403971,1A,0.12,9/26/2017 19:9:59
543208.5,5403971,1A,0.11,9/26/2017 19:10:29
543208.5,5403971,1A,0.11,9/26/2017 19:10:59
543208.5,5403971,1A,0.1,9/26/2017 19:11:29
543208.5,5403971,1A,0.11,9/26/2017 19:11:59
543208.5,5403971,1A,0.09,9/26/2017 19:12:29
543208.5,5403971,1A,0.11,9/26/2017 19:12:59
543208.5,5403971,1A,0.09,9/26/2017 19:13:29
543208.5,5403971,1A,0.1,9/26/2017 19:13:59
543208.5,5403971,1A,0.1,9/26/2017 19:14:29
543208.5,5403971,1A,0.1,9/26/2017 19:14:59
543208.5,5403971,1A,0.1,9/26/2017 19:15:29
543208.5,5403971,1A,0.11,9/26/2017 19:15:59
543208.5,5403971,1A,0.09,9/26/2017 19:16:29
543208.5,5403971,1A,0.09,9/26/2017 19:16:59
543208.5,5403971,1A,0.08,9/26/2017 19:17:29
543208.5,5403971,1A,0.1,9/26/2017 19:17:59
543208.5,5403971,1A,0.09,9/26/2017 19:18:29
543208.5,5403971,1A,0.1,9/26/2017 19:18:59
543208.5,5403971,1A,0.1,9/26/2017 19:19:29
543208.5,5403971,1A,0.1,9/26/2017 19:19:59
543208.5,5403971,1A,0.1,9/26/2017 19:20:29
543208.5,5403971,1A,0.1,9/26/2017 19:20:59
543208.5,5403971,1A,0.1,9/26/2017 19:21:29
543208.5,5403971,1A,0.1,9/26/2017 19:21:59
543208.5,5403971,1A,0.09,9/26/2017 19:22:29
543208.5,5403971,1A,0.1,9/26/2017 19:22:59
543208.5,5403971,1A,0.1,9/26/2017 19:23:29
543208.5,5403971,1A,0.1,9/26/2017 19:23:59
543208.5,5403971,1A,0.1,9/26/2017 19:24:29
543208.5,5403971,1A,0.09,9/26/2017 19:24:59
543208.5,5403971,1A,0.1,9/26/2017 19:25:29
543208.5,5403971,1A,0.1,9/26/2017 19:25:59
543208.5,5403971,1A,0.09,9/26/2017 19:26:29
543208.5,5403971,1A,0.1,9/26/2017 19:26:59
543208.5,5403971,1A,0.11,9/26/2017 19:27:29
543208.5,5403971,1A,0.11,9/26/2017 19:27:59
543208.5,5403971,1A,0.1,9/26/2017 19:28:29
543208.5,5403971,1A,0.11,9/26/2017 19:28:59
543208.5,5403971,1A,0.09,9/26/2017 19:29:29
543208.5,5403971,1A,0.1,9/26/2017 19:29:59
543208.5,5403971,1A,0.11,9/26/2017 19:30:29
543208.5,5403971,1A,0.09,9/26/2017 19:30:59
543208.5,5403971,1A,0.1,9/26/2017 19:31:29
543208.5,5403971,1A,0.1,9/26/2017 19:31:59
543208.5,5403971,1A,0.09,9/26/2017 19:32:29
543208.5,5403971,1A,0.1,9/26/2017 19:32:59
543208.5,5403971,1A,0.1,9/26/2017 19:33:29
543208.5,5403971,1A,0.1,9/26/2017 19:33:59
543208.5,5403971,1A,0.1,9/26/2017 19:34:29
543208.5,5403971,1A,0.1,9/26/2017 19:34:59
543208.5,5403971,1A,0.1,9/26/2017 19:35:29
543208.5,5403971,1A,0.09,9/26/2017 19:35:59
543208.5,5403971,1A,0.08,9/26/2017 19:36:29
543208.5,5403971,1A,0.1,9/26/2017 19:36:59
543208.5,5403971,1A,0.1,9/26/2017 19:37:29
543208.5,5403971,1A,0.1,9/26/2017 19:37:59
543208.5,5403971,1A,0.1,9/26/2017 19:38:29
543208.5,5403971,1A,0.09,9/26/2017 19:38:59
543208.5,5403971,1A,0.1,9/26/2017 19:39:29
543208.5,5403971,1A,0.11,9/26/2017 19:39:59
543208.5,5403971,1A,0.09,9/26/2017 19:40:29
543208.5,5403971,1A,0.09,9/26/2017 19:40:59
543208.5,5403971,1A,0.1,9/26/2017 19:41:29
543208.5,5403971,1A,0.09,9/26/2017 19:41:59
543208.5,5403971,1A,0.1,9/26/2017 19:42:29
543208.5,5403971,1A,0.1,9/26/2017 19:42:59
543208.5,5403971,1A,0.09,9/26/2017 19:43:29
543208.5,5403971,1A,0.09,9/26/2017 19:43:59
543208.5,5403971,1A,0.09,9/26/2017 19:44:29
543208.5,5403971,1A,0.09,9/26/2017 19:44:59
543208.5,5403971,1A,0.1,9/26/2017 19:45:29
543208.5,5403971,1A,0.09,9/26/2017 19:45:59
543208.5,5403971,1A,0.09,9/26/2017 19:46:29
543208.5,5403971,1A,0.1,9/26/2017 19:46:59
543208.5,5403971,1A,0.12,9/26/2017 19:47:29
543208.5,5403971,1A,0.1,9/26/2017 19:47:59
543208.5,5403971,1A,0.09,9/26/2017 19:48:29
543208.5,5403971,1A,0.09,9/26/2017 19:48:59
543208.5,5403971,1A,0.1,9/26/2017 19:49:29
543208.5,5403971,1A,0.1,9/26/2017 19:49:59
543208.5,5403971,1A,0.09,9/26/2017 19:50:29
543208.5,5403971,1A,0.1,9/26/2017 19:50:59
543208.5,5403971,1A,0.1,9/26/2017 19:51:29
543208.5,5403971,1A,0.09,9/26/2017 19:51:59
543208.5,5403971,1A,0.1,9/26/2017 19:52:29
543208.5,5403971,1A,0.09,9/26/2017 19:52:59
543208.5,5403971,1A,0.1,9/26/2017 19:53:29
543208.5,5403971,1A,0.09,9/26/2017 19:53:59
543208.5,5403971,1A,0.1,9/26/2017 19:54:29
543208.5,5403971,1A,0.11,9/26/2017 19:54:59
543208.5,5403971,1A,0.1,9/26/2017 19:55:29
543208.5,5403971,1A,0.09,9/26/2017 19:55:59
543208.5,5403971,1A,0.08,9/26/2017 19:56:29
543208.5,5403971,1A,0.1,9/26/2017 19:56:59
543208.5,5403971,1A,0.1,9/26/2017 19:57:29
543208.5,5403971,1A,0.09,9/26/2017 19:57:59
543208.5,5403971,1A,0.09,9/26/2017 19:58:29
543208.5,5403971,1A,0.09,9/26/2017 19:58:59
543208.5,5403971,1A,0.1,9/26/2017 19:59:29
543208.5,5403971,1A,0.09,9/26/2017 19:59:59
543208.5,5403971,1A,0.11,9/26/2017 20:0:29
543208.5,5403971,1A,0.1,9/26/2017 20:0:59
543208.5,5403971,1A,0.11,9/26/2017 20:1:29
543208.5,5403971,1A,0.1,9/26/2017 20:1:59
543208.5,5403971,1A,0.09,9/26/2017 20:2:29
543208.5,5403971,1A,0.1,9/26/2017 20:2:59
543208.5,5403971,1A,0.09,9/26/2017 20:3:29
543208.5,5403971,1A,0.11,9/26/2017 20:3:59
543208.5,5403971,1A,0.1,9/26/2017 20:4:29
543208.5,5403971,1A,0.08,9/26/2017 20:4:59
543208.5,5403971,1A,0.08,9/26/2017 20:5:29
543208.5,5403971,1A,0.09,9/26/2017 20:5:59
543208.5,5403971,1A,0.09,9/26/2017 20:6:29
543208.5,5403971,1A,0.09,9/26/2017 20:6:59
543208.5,5403971,1A,0.1,9/26/2017 20:7:29
543208.5,5403971,1A,0.09,9/26/2017 20:7:59
543208.5,5403971,1A,0.1,9/26/2017 20:8:29
543208.5,5403971,1A,0.11,9/26/2017 20:8:59
543208.5,5403971,1A,0.09,9/26/2017 20:9:29
543208.5,5403971,1A,0.09,9/26/2017 20:9:59
543208.5,5403971,1A,0.09,9/26/2017 20:10:29
543208.5,5403971,1A,0.1,9/26/2017 20:10:59
543208.5,5403971,1A,0.09,9/26/2017 20:11:29
543208.5,5403971,1A,0.1,9/26/2017 20:11:59
543208.5,5403971,1A,0.1,9/26/2017 20:12:29
543208.5,5403971,1A,0.09,9/26/2017 20:12:59
543208.5,5403971,1A,0.09,9/26/2017 20:13:29
543208.5,5403971,1A,0.1,9/26/2017 20:13:59
543208.5,5403971,1A,0.1,9/26/2017 20:14:29
543208.5,5403971,1A,0.09,9/26/2017 20:14:59
543208.5,5403971,1A,0.1,9/26/2017 20:15:29
543208.5,5403971,1A,0.09,9/26/2017 20:15:59
543208.5,5403971,1A,0.09,9/26/2017 20:16:29
543208.5,5403971,1A,0.09,9/26/2017 20:16:59
543208.5,5403971,1A,0.09,9/26/2017 20:17:29
543208.5,5403971,1A,0.1,9/26/2017 20:17:59
543208.5,5403971,1A,0.11,9/26/2017 20:18:29
543208.5,5403971,1A,0.1,9/26/2017 20:18:59
543208.5,5403971,1A,0.1,9/26/2017 20:19:29
543208.5,5403971,1A,0.1,9/26/2017 20:19:59
543208.5,5403971,1A,0.09,9/26/2017 20:20:29
543208.5,5403971,1A,0.09,9/26/2017 20:20:59
543208.5,5403971,1A,0.11,9/26/2017 20:21:29
543208.5,5403971,1A,0.09,9/26/2017 20:21:59
543208.5,5403971,1A,0.08,9/26/2017 20:22:29
543208.5,5403971,1A,0.1,9/26/2017 20:22:59
543208.5,5403971,1A,0.1,9/26/2017 20:23:29
543208.5,5403971,1A,0.1,9/26/2017 20:23:59
543208.5,5403971,1A,0.09,9/26/2017 20:24:29
543208.5,5403971,1A,0.1,9/26/2017 20:24:59
543208.5,5403971,1A,0.1,9/26/2017 20:25:29
543208.5,5403971,1A,0.1,9/26/2017 20:25:59
543208.5,5403971,1A,0.1,9/26/2017 20:26:29
543208.5,5403971,1A,0.1,9/26/2017 20:26:59
543208.5,5403971,1A,0.09,9/26/2017 20:27:29
543208.5,5403971,1A,0.09,9/26/2017 20:27:59
